time,lat,long,throttle
74.15,44.49167834,-79.18120373,97.5
74.2,44.49168472,-79.18121008,97.5
74.25,44.49169101,-79.18121678,97.5
74.3,44.49169719,-79.18122392,97.5
74.35,44.49170328,-79.18123148,92.6544
74.4,44.49170928,-79.18123918,86.23
74.45,44.4917152,-79.18124701,73.0633
74.5,44.49172107,-79.18125489,64.8789
74.55,44.4917269,-79.18126282,64.8233
74.6,44.49173271,-79.18127054,64.7678
74.65,44.49173851,-79.18127807,64.7122
74.7,44.49174432,-79.18128534,64.8733
74.75,44.49175017,-79.18129237,65.0956
74.8,44.49175598,-79.18129914,64.8822
74.85,44.49176178,-79.18130566,64.51
74.9,44.4917677,-79.18131198,63.4544
74.95,44.49177375,-79.18131812,62.5889
75.0,44.49177985,-79.18132384,62.0333
75.05,44.49178601,-79.18132917,61.8
75.1,44.4917923,-79.18133414,61.8
75.15,44.49179872,-79.18133878,61.8867
75.2,44.49180518,-79.18134299,61.9978
75.25,44.49181167,-79.1813468,61.8367
75.3,44.49181828,-79.18135022,61.73
75.35,44.491825,-79.18135328,61.8967
75.4,44.49183177,-79.18135591,61.9578
75.45,44.49183859,-79.18135815,61.8467
75.5,44.49184544,-79.18135988,61.7678
75.55,44.4918523,-79.18136115,61.7122
75.6,44.49185912,-79.18136193,61.7433
75.65,44.49186589,-79.18136227,61.7989
75.7,44.49187257,-79.18136197,61.8
75.75,44.49187916,-79.18136108,61.81
75.8,44.49188576,-79.18135988,61.8656
75.85,44.49189236,-79.18135841,63.1456
75.9,44.49189883,-79.18135651,66.4233
75.95,44.49190519,-79.18135422,67.0267
76.0,44.49191149,-79.18135147,65.6933
76.05,44.49191774,-79.18134828,67.22
76.1,44.49192369,-79.18134463,69.5533
76.15,44.49192936,-79.18134056,69.8178
76.2,44.49193486,-79.18133601,70.57
76.25,44.49194019,-79.181331,73.7367
76.3,44.4919452,-79.18132562,77.2833
76.35,44.49194992,-79.1813199,81.45
76.4,44.49195432,-79.18131385,86.1645
76.45,44.49195842,-79.18130748,91.2756
76.5,44.49196229,-79.18130085,94.5667
76.55,44.49196593,-79.18129398,97.3444
76.6,44.49196932,-79.18128703,97.3456
76.65,44.49197246,-79.18128,97.31
76.7,44.49197547,-79.18127256,97.3656
76.75,44.49197835,-79.18126475,97.4
76.8,44.49198105,-79.18125679,97.4
76.85,44.49198358,-79.18124872,97.4322
76.9,44.49198593,-79.18124049,97.4878
